表名,表注释,字段名,数据类型,是否可空,键类型,字段注释
sp_pd_defect,设备缺陷表,bureau_code,varchar,YES,,局编码
sp_pd_defect,设备缺陷表,deal_result,varchar,YES,,消缺结果0:缺省;1:未消缺;2:已消缺;
sp_pd_defect,设备缺陷表,defect_position_id,varchar,YES,,缺陷部位ID
sp_pd_defect,设备缺陷表,create_uid,varchar,YES,,创建人ID，保存时默认取当前用户，不可修改
sp_pd_defect,设备缺陷表,reportor_uname,varchar,YES,,上报人名称
sp_pd_defect,设备缺陷表,province_name,varchar,YES,,省公司名称
sp_pd_defect,设备缺陷表,check_dept_oid,varchar,YES,,验收部门ID
sp_pd_defect,设备缺陷表,site_name,longtext,YES,,地点，输变电、继保、自动化缺陷时取值具体到变电站
sp_pd_defect,设备缺陷表,find_time,datetime,YES,,发现时间
sp_pd_defect,设备缺陷表,voltage_grade,varchar,YES,,"电压等级（-800000:±800kV,-500000:±500kV,400000:400kV,330000:330kV,220000:220kV,132000:132kV,110000:110kV,66000:66kV,35000:35kV,20000:20kV,10000:10kV,400:0.4kV,380:0.38kV,220:0.22kV,110:0.11kV,48:0.048kV）"
sp_pd_defect,设备缺陷表,defect_level,varchar,YES,,缺陷等级（1：紧急；2：重大；3：一般；4：其他），选择表象后自动带出，但缺陷填报人员不能修改，缺陷专责可以修改
sp_pd_defect,设备缺陷表,flow_state,varchar,YES,,工作流状态 0:未上报;1:流程中;2:流程结束3:挂起
sp_pd_defect,设备缺陷表,reportor_uid,varchar,YES,,上报人ID，上报时默认取当前用户，不可修改
sp_pd_defect,设备缺陷表,deal_man_uid,varchar,YES,,消缺人ID，消缺阶段必填
sp_pd_defect,设备缺陷表,report_time,datetime,YES,,上报时间，上报时默认取当前系统时间，不可修改
sp_pd_defect,设备缺陷表,defect_code,varchar,YES,,缺陷编码，在运行专责进行审核定级后才产生编号
sp_pd_defect,设备缺陷表,report_team_oid,varchar,YES,,上报班组ID
sp_pd_defect,设备缺陷表,site_id,varchar,YES,,地点ID
sp_pd_defect,设备缺陷表,speciality_small_type,varchar,YES,,专业小类 1:输电设备;2:主保护设备;3:其他保护设备;4:稳控装置设备;5:安自设备;6:自动化;7:通信;8:配网一次设备;9:变电一次;10:配网自动化;11:配网继保;12:配网通信;13:站用电源;14:发电;15:计量;16:运行专业;17:继电保护;18:储能系统;19:安自系统;20:机械;21:水工水情;22:消防系统;23:网络安全;24:电气一次;25:电气二次;26:自动化;27:通信
sp_pd_defect,设备缺陷表,check_time,datetime,YES,,验收时间，验收阶段必填
sp_pd_defect,设备缺陷表,ought_deal_time,datetime,YES,,缺陷应完成处理时间，消缺阶段必填
sp_pd_defect,设备缺陷表,process_ins_id,varchar,YES,,流程实例ID
sp_pd_defect,设备缺陷表,checker_uname,varchar,YES,,验收人名称
sp_pd_defect,设备缺陷表,classify_id,varchar,YES,,设备类别ID
sp_pd_defect,设备缺陷表,deal_time,datetime,YES,,消缺时间，消缺阶段必填
sp_pd_defect,设备缺陷表,speciality_big_type,varchar,YES,,专业大类 1:输电;2:自动化;3:继保;4:配网;5:变电一次;6:通信;7:安自;8:站用电源9:发电;10:计量;11:运行专业;12:设施;
sp_pd_defect,设备缺陷表,deal_man_uname,varchar,YES,,消缺人名称
sp_pd_defect,设备缺陷表,data_from,varchar,YES,,数据来源
sp_pd_defect,设备缺陷表,defect_desc,longtext,YES,,缺陷描述，填报阶段必填，选缺陷表象后自动带出，可修改
sp_pd_defect,设备缺陷表,update_time,datetime,YES,,数据更新时间
sp_pd_defect,设备缺陷表,defect_position_name,varchar,YES,,缺陷部位，消缺阶段必填，单选
sp_pd_defect,设备缺陷表,device_name,longtext,YES,,设备名称
sp_pd_defect,设备缺陷表,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_defect,设备缺陷表,is_project_period,varchar,YES,,是否基建工程保修期（1：否；2：是）
sp_pd_defect,设备缺陷表,satisfy_spare_parts,varchar,YES,,备品备件是否满足 1：不满足；2：满足
sp_pd_defect,设备缺陷表,function_location_id,varchar,YES,,功能位置ID
sp_pd_defect,设备缺陷表,check_dept_oname,varchar,YES,,验收部门名称
sp_pd_defect,设备缺陷表,defect_phenomenon_id,varchar,YES,,缺陷表象ID
sp_pd_defect,设备缺陷表,is_apply_project,varchar,YES,,是否需申请项目(1：否；2：是)
sp_pd_defect,设备缺陷表,classify_name,varchar,YES,,设备类别名称
sp_pd_defect,设备缺陷表,defect_phenomenon_name,longtext,YES,,缺陷表象，填报阶段必填，单选，可修改
sp_pd_defect,设备缺陷表,check_dept_code,varchar,YES,,验收部门编码
sp_pd_defect,设备缺陷表,dept_name,varchar,YES,,部门名称
sp_pd_defect,设备缺陷表,create_uname,varchar,YES,,创建人名称
sp_pd_defect,设备缺陷表,team_code,varchar,YES,,班组编码
sp_pd_defect,设备缺陷表,is_spare_parts,varchar,YES,,是否需要备品备件 1：否；2：是
sp_pd_defect,设备缺陷表,team_oid,varchar,YES,,班组ID
sp_pd_defect,设备缺陷表,dept_id,varchar,YES,,部门ID
sp_pd_defect,设备缺陷表,deal_team_oname,varchar,YES,,消缺班组名称
sp_pd_defect,设备缺陷表,find_source,varchar,YES,,缺陷发现来源-1:历史;0:缺省;1:巡视;2:监视;3:预试定检;4:检修;5:工程遗留;6:操作;7:维护;8:其它;9:机巡;10:无人机;11:地下管网12:视频巡视13:机器人
sp_pd_defect_base_info,设备缺陷信息扩展表,id,varchar,NO,PRI,主键
sp_pd_defect_base_info,设备缺陷信息扩展表,patrol_mode,varchar,YES,,巡视方式
sp_pd_defect_base_info,设备缺陷信息扩展表,legacy,longtext,YES,,遗留问题，消缺阶段必填
sp_pd_defect_base_info,设备缺陷信息扩展表,deal_measure,varchar,YES,,缺陷处理措施（1:带电修复;2:停电修复;3:带电更换;4:停电更换;5:降级;6:加强运维;7:其他），单选
sp_pd_defect_base_info,设备缺陷信息扩展表,is_need_matter,varchar,YES,,是否需申购物质 1：需要 2：不需要
sp_pd_defect_base_info,设备缺陷信息扩展表,deal_remark,longtext,YES,,备注
sp_pd_defect_base_info,设备缺陷信息扩展表,runmanage_team_oname,varchar,YES,,设备运行管理班组
sp_pd_defect_base_info,设备缺陷信息扩展表,work_shaft_name,varchar,YES,,工井名称
sp_pd_defect_base_info,设备缺陷信息扩展表,deal_desc,longtext,YES,,处理情况描述，消缺阶段必填
sp_pd_defect_base_info,设备缺陷信息扩展表,work_shaft_id,varchar,YES,,工井ID
sp_pd_defect_base_info,设备缺陷信息扩展表,province_code,varchar,YES,,省编码
sp_pd_defect_base_info,设备缺陷信息扩展表,device_run_date,datetime,YES,,设备投运日期
sp_pd_defect_base_info,设备缺陷信息扩展表,data_from,varchar,YES,,数据来源
sp_pd_defect_base_info,设备缺陷信息扩展表,all_dispatch_level,varchar,YES,,调管单位：取值为总调、中调、地调、县调
sp_pd_defect_base_info,设备缺陷信息扩展表,update_time,datetime,YES,,数据更新时间
sp_pd_defect_base_info,设备缺陷信息扩展表,model_name,varchar,YES,,设备型号名称
sp_pd_defect_base_info,设备缺陷信息扩展表,town_name,varchar,YES,,供电所名称，导出使用
sp_pd_defect_base_info,设备缺陷信息扩展表,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_defect_base_info,设备缺陷信息扩展表,upp_flag,varchar,YES,,机巡关联状态 ：1，已关联；
sp_pd_defect_base_info,设备缺陷信息扩展表,runmanage_team_oid,varchar,YES,,设备运行管理班组ID
sp_pd_defect_base_info,设备缺陷信息扩展表,lock_state,varchar,YES,,修改数据 锁的状态 0：表示未锁定；1：表示锁定
sp_pd_defect_base_info,设备缺陷信息扩展表,create_time,datetime,YES,,创建时间（填报时间），保存时默认取当前系统时间，不可修改
sp_pd_defect_base_info,设备缺陷信息扩展表,device_release_date,datetime,YES,,设备出厂日期
sp_pd_defect_base_info,设备缺陷信息扩展表,bureau_code,varchar,YES,,局编码
sp_pd_defect_base_info,设备缺陷信息扩展表,aircraft_type,varchar,YES,,机巡类型 1：多旋翼无人机；2：固定翼无人机；3：有人直升机；4：无人直升机；
sp_pd_defect_base_info,设备缺陷信息扩展表,vendor_name,longtext,YES,,设备生产厂家名称
sp_pd_defect_base_info,设备缺陷信息扩展表,tech_classify,varchar,YES,,技术分类（1.受潮;2.自然老化;3.接触不良;4.断股;5.绝缘不良;6.变形;7.出口短路;8.放电;9.过热;10.杂质;11.元器件损坏;12.密封不良;13.焊接不良;14.松动）
sp_pd_defect_base_info,设备缺陷信息扩展表,county_name,varchar,YES,,县区局名称，导出使用
sp_pd_defect_base_info,设备缺陷信息扩展表,is_repair_project,varchar,YES,,是否立抢修项目1：否；2：是
sp_pd_defect_base_info,设备缺陷信息扩展表,classify_code,varchar,YES,,设备类别编码
sp_pd_defect_base_info,设备缺陷信息扩展表,device_code,varchar,YES,,设备编码
sp_pd_defect_base_info,设备缺陷信息扩展表,is_sync_upp,varchar,YES,,是否同步机巡数据
sp_pd_defect_base_info,设备缺陷信息扩展表,defect_id,varchar,YES,,缺陷ID
sp_pd_defect_base_info,设备缺陷信息扩展表,check_notes,longtext,YES,,验收意见，验收阶段必填
sp_pd_defect_base_info,设备缺陷信息扩展表,deal_duty_dept_oid,varchar,YES,,消缺责任部门ID，消缺阶段必填
sp_pd_defect_business_re,缺陷业务关联表,id,varchar,NO,PRI,主键
sp_pd_defect_business_re,缺陷业务关联表,associated_busi_object_name,longtext,YES,,业务关联单据名称
sp_pd_defect_business_re,缺陷业务关联表,associated_busi_object_id,varchar,YES,,缺陷关联业务对象ID
sp_pd_defect_business_re,缺陷业务关联表,create_time,datetime,YES,,创建时间
sp_pd_defect_business_re,缺陷业务关联表,bureau_code,varchar,YES,,局编码
sp_pd_defect_business_re,缺陷业务关联表,defect_business_re_type,varchar,YES,,缺陷与业务模块关系类型，1：缺陷降级；2：安全督察；3：生产计划；4：OMS；5：通信管控；6：慧图；7：项目遗留缺陷；8：多维度分析；9：旧机巡；10：云南机器人；11：人机；12：新机巡；13：四统一；14：深圳机器人；15：贵州中为机巡;16:广州OMS继保
sp_pd_defect_business_re,缺陷业务关联表,prod_plan_id,varchar,YES,,维护检修计划ID
sp_pd_defect_business_re,缺陷业务关联表,province_code,varchar,YES,,省编码
sp_pd_defect_business_re,缺陷业务关联表,updator_id,varchar,YES,,更新人ID
sp_pd_defect_business_re,缺陷业务关联表,data_from,varchar,YES,,数据来源
sp_pd_defect_business_re,缺陷业务关联表,update_time,datetime,YES,,更新时间
sp_pd_defect_business_re,缺陷业务关联表,prod_plan_code,varchar,YES,,维护检修计划编码：SCWH + 局编码 + 年 + 月 + 日 + 7位随机数字
sp_pd_defect_business_re,缺陷业务关联表,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_defect_business_re,缺陷业务关联表,creator_id,varchar,YES,,创建人ID
sp_pd_defect_business_re,缺陷业务关联表,associated_busi_object_code,varchar,YES,,业务关联单据编码
sp_pd_defect_business_re,缺陷业务关联表,defect_id,varchar,YES,,缺陷ID
sp_pd_defect_cause_rel,缺陷与缺陷原因关联表,id,varchar,NO,PRI,主键
sp_pd_defect_cause_rel,缺陷与缺陷原因关联表,defect_cause_name,longtext,YES,,标准缺陷原因
sp_pd_defect_cause_rel,缺陷与缺陷原因关联表,update_time,datetime,YES,,数据更新时间
sp_pd_defect_cause_rel,缺陷与缺陷原因关联表,create_time,datetime,YES,,创建时间
sp_pd_defect_cause_rel,缺陷与缺陷原因关联表,defect_cause_id,varchar,YES,,标准缺陷原因ID
sp_pd_defect_cause_rel,缺陷与缺陷原因关联表,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_defect_cause_rel,缺陷与缺陷原因关联表,bureau_code,varchar,YES,,局编码
sp_pd_defect_cause_rel,缺陷与缺陷原因关联表,defect_id,varchar,YES,,缺陷ID
sp_pd_defect_cause_rel,缺陷与缺陷原因关联表,province_code,varchar,YES,,省编码
sp_pd_defect_cause_rel,缺陷与缺陷原因关联表,data_from,varchar,YES,,数据来源
sp_pd_defect_find_team,缺陷与发现班组关联表,id,varchar,NO,PRI,主键
sp_pd_defect_find_team,缺陷与发现班组关联表,update_time,datetime,YES,,数据更新时间
sp_pd_defect_find_team,缺陷与发现班组关联表,find_team_id,varchar,YES,,发现班组ID
sp_pd_defect_find_team,缺陷与发现班组关联表,full_name,longtext,YES,,发现班组全路径
sp_pd_defect_find_team,缺陷与发现班组关联表,create_time,datetime,YES,,创建时间
sp_pd_defect_find_team,缺陷与发现班组关联表,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_defect_find_team,缺陷与发现班组关联表,bureau_code,varchar,YES,,局编码
sp_pd_defect_find_team,缺陷与发现班组关联表,defect_id,varchar,YES,,缺陷ID
sp_pd_defect_find_team,缺陷与发现班组关联表,province_code,varchar,YES,,省编码
sp_pd_defect_find_team,缺陷与发现班组关联表,find_team_name,varchar,YES,,发现班组名称
sp_pd_defect_find_team,缺陷与发现班组关联表,data_from,varchar,YES,,数据来源
sp_pd_defect_find_team,缺陷与发现班组关联表,find_team_code,varchar,YES,,发现班组编码
sp_pd_defect_find_user,缺陷与发现人关联表,id,varchar,NO,PRI,主键
sp_pd_defect_find_user,缺陷与发现人关联表,find_user_id,varchar,YES,,发现人ID
sp_pd_defect_find_user,缺陷与发现人关联表,update_time,datetime,YES,,数据更新时间
sp_pd_defect_find_user,缺陷与发现人关联表,create_time,datetime,YES,,创建时间
sp_pd_defect_find_user,缺陷与发现人关联表,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_defect_find_user,缺陷与发现人关联表,bureau_code,varchar,YES,,局编码
sp_pd_defect_find_user,缺陷与发现人关联表,find_user_name,varchar,YES,,发现人名称
sp_pd_defect_find_user,缺陷与发现人关联表,defect_id,varchar,YES,,缺陷ID
sp_pd_defect_find_user,缺陷与发现人关联表,province_code,varchar,YES,,省编码
sp_pd_defect_find_user,缺陷与发现人关联表,data_from,varchar,YES,,数据来源
sp_pd_defect_parts,缺陷与部件关联表,id,varchar,NO,PRI,主键
sp_pd_defect_parts,缺陷与部件关联表,update_time,datetime,YES,,数据更新时间
sp_pd_defect_parts,缺陷与部件关联表,create_time,datetime,YES,,创建时间
sp_pd_defect_parts,缺陷与部件关联表,optimistic_lock_version,varchar,YES,,乐观锁版本
sp_pd_defect_parts,缺陷与部件关联表,bureau_code,varchar,YES,,局编码
sp_pd_defect_parts,缺陷与部件关联表,defect_id,varchar,YES,,缺陷ID
sp_pd_defect_parts,缺陷与部件关联表,parts_name,varchar,YES,,部件名称
sp_pd_defect_parts,缺陷与部件关联表,parts_id,varchar,YES,,部件ID
sp_pd_defect_parts,缺陷与部件关联表,province_code,varchar,YES,,省编码
sp_pd_defect_parts,缺陷与部件关联表,data_from,varchar,YES,,数据来源
sp_pd_defect_track,跟踪记录表,id,varchar,NO,PRI,主键
sp_pd_defect_track,跟踪记录表,track_team_oname,varchar,YES,,跟踪班组名称
sp_pd_defect_track,跟踪记录表,track_time,datetime,YES,,跟踪时间
sp_pd_defect_track,跟踪记录表,create_time,datetime,YES,,创建时间
